# Population Copilot	2022_Copilot_LTC1,2022_Copilot_LTC10,2022_Copilot_LTC11,2022_Copilot_LTC12,2022_Copilot_LTC13,2022_Copilot_LTC14,2022_Copilot_LTC2,2022_Copilot_LTC3,2022_Copilot_LTC4,2022_Copilot_LTC5,2022_Copilot_LTC6,2022_Copilot_LTC7,2022_Copilot_LTC8,2022_Copilot_LTC9
# Population Mills_Valley	2022_Mills_Valley_LTC1,2022_Mills_Valley_LTC2,2022_Mills_Valley_LTC3,2022_Mills_Valley_LTC4,2022_Mills_Valley_LTC5,2022_Mills_Valley_LTC6,2022_Mills_Valley_LTC7,2022_Mills_Valley_LTC8
# Population Rosebud_Top_P	2022_Rosebud_Top_P_LTC1,2022_Rosebud_Top_P_LTC10,2022_Rosebud_Top_P_LTC11,2022_Rosebud_Top_P_LTC12,2022_Rosebud_Top_P_LTC13,2022_Rosebud_Top_P_LTC14,2022_Rosebud_Top_P_LTC2,2022_Rosebud_Top_P_LTC3,2022_Rosebud_Top_P_LTC4,2022_Rosebud_Top_P_LTC5,2022_Rosebud_Top_P_LTC6,2022_Rosebud_Top_P_LTC7,2022_Rosebud_Top_P_LTC8,2022_Rosebud_Top_P_LTC9
# Population Cluster	2022_Cluster_LTC_1,2022_Cluster_LTC_10,2022_Cluster_LTC_11,2022_Cluster_LTC_12,2022_Cluster_LTC_13,2022_Cluster_LTC_14,2022_Cluster_LTC_15,2022_Cluster_LTC_2,2022_Cluster_LTC_3,2022_Cluster_LTC_4,2022_Cluster_LTC_5,2022_Cluster_LTC_6,2022_Cluster_LTC_7,2022_Cluster_LTC_8,2022_Cluster_LTC_9
# Group defaultgrp	Copilot,Mills_Valley,Rosebud_Top_P,Cluster
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Fst'	Smoothed Fst'	D_est	Smoothed D_est
291	un	57942	0.03294	-1.00000	0.00760	-1.00000	0.50199	-1.00000
305	un	61794	0.02901	-1.00000	0.00601	-1.00000	0.00849	-1.00000
306	un	62619	-0.01494	-1.00000	-0.01401	-1.00000	-0.01621	-1.00000
325	un	67644	0.04897	-1.00000	0.00668	-1.00000	0.01973	-1.00000
338	un	71889	-0.03279	-1.00000	-0.00747	-1.00000	-nan	-1.00000
339	un	72670	-0.02813	-1.00000	-0.02582	-1.00000	0.52580	-1.00000
341	un	73479	0.02035	-1.00000	0.00216	-1.00000	0.00299	-1.00000
366	un	78937	-0.02937	-1.00000	-0.00319	-1.00000	0.50526	-1.00000
383	un	81417	0.02884	-1.00000	0.00243	-1.00000	0.00431	-1.00000
388	un	82211	-0.02559	-1.00000	-0.01198	-1.00000	0.54187	-1.00000
399	un	85666	0.01940	-1.00000	0.01532	-1.00000	0.01843	-1.00000
404	un	86527	0.14218	-1.00000	0.08668	-1.00000	0.08354	-1.00000
405	un	87262	0.12904	-1.00000	0.02050	-1.00000	0.51583	-1.00000
408	un	88121	-0.00881	-1.00000	-0.00380	-1.00000	-0.00861	-1.00000
416	un	88888	0.10517	-1.00000	0.00883	-1.00000	0.00847	-1.00000
460	un	95362	0.01192	-1.00000	0.00129	-1.00000	0.00730	-1.00000
464	un	96236	0.01058	-1.00000	0.00316	-1.00000	0.00055	-1.00000
486	un	99203	0.01091	-1.00000	0.00531	-1.00000	0.00240	-1.00000
495	un	101537	-0.04859	-1.00000	-0.01572	-1.00000	0.51337	-1.00000
508	un	103128	0.02158	-1.00000	0.00482	-1.00000	-nan	-1.00000
512	un	104712	-0.02049	-1.00000	-0.00175	-1.00000	0.00258	-1.00000
513	un	105286	0.02444	-1.00000	0.00472	-1.00000	0.01451	-1.00000
532	un	107757	-0.03695	-1.00000	-0.02864	-1.00000	0.54794	-1.00000
551	un	109387	-0.02514	-1.00000	-0.00800	-1.00000	0.00096	-1.00000
554	un	111179	0.36139	-1.00000	0.37691	-1.00000	0.68464	-1.00000
556	un	111974	0.02102	-1.00000	0.00673	-1.00000	0.00932	-1.00000
569	un	114275	-0.03587	-1.00000	-0.00227	-1.00000	-0.00135	-1.00000
603	un	121342	0.13966	-1.00000	0.01217	-1.00000	0.03082	-1.00000
622	un	124589	0.00475	-1.00000	0.00031	-1.00000	0.00291	-1.00000
628	un	127141	-0.04458	-1.00000	-0.00441	-1.00000	0.47728	-1.00000
663	un	133650	-0.02391	-1.00000	-0.01324	-1.00000	-0.02035	-1.00000
667	un	135250	0.09513	-1.00000	0.07968	-1.00000	0.61298	-1.00000
674	un	136914	-0.00740	-1.00000	-0.00068	-1.00000	-0.00122	-1.00000
686	un	141172	-0.04958	-1.00000	-0.01622	-1.00000	-nan	-1.00000
689	un	142032	0.11048	-1.00000	0.08127	-1.00000	0.08919	-1.00000
697	un	143727	-0.02138	-1.00000	-0.00175	-1.00000	-0.00077	-1.00000
699	un	145304	0.10097	-1.00000	0.07194	-1.00000	-nan	-1.00000
704	un	147577	-0.03686	-1.00000	-0.00504	-1.00000	-0.00599	-1.00000
718	un	151578	0.06546	-1.00000	0.00641	-1.00000	0.47182	-1.00000
719	un	152489	-0.03183	-1.00000	-0.03040	-1.00000	-0.03313	-1.00000
729	un	154242	-0.01933	-1.00000	-0.00291	-1.00000	-0.00053	-1.00000
749	un	159847	-0.02586	-1.00000	-0.00220	-1.00000	0.00836	-1.00000
767	un	161420	0.01597	-1.00000	0.01043	-1.00000	0.63566	-1.00000
768	un	162188	-0.00661	-1.00000	-0.00070	-1.00000	0.00070	-1.00000
774	un	165476	-0.03779	-1.00000	-0.03936	-1.00000	-0.02849	-1.00000
778	un	167114	0.01150	-1.00000	0.00129	-1.00000	0.56010	-1.00000
819	un	171240	0.06241	-1.00000	0.02532	-1.00000	0.02434	-1.00000
856	un	173781	-0.02511	-1.00000	-0.01034	-1.00000	0.51540	-1.00000
858	un	175375	0.02314	-1.00000	0.00191	-1.00000	0.00241	-1.00000
865	un	176224	-0.00200	-1.00000	-0.00013	-1.00000	0.00248	-1.00000
866	un	177024	0.00540	-1.00000	0.00034	-1.00000	0.00066	-1.00000
868	un	178591	0.02223	-1.00000	0.00187	-1.00000	0.00232	-1.00000
869	un	179405	0.02884	-1.00000	0.00243	-1.00000	0.00289	-1.00000
880	un	182492	0.05156	-1.00000	0.03405	-1.00000	0.05607	-1.00000
889	un	183319	0.02748	-1.00000	0.00293	-1.00000	0.00350	-1.00000
897	un	187602	0.04755	-1.00000	0.00529	-1.00000	0.00484	-1.00000
901	un	188863	0.02774	-1.00000	0.00591	-1.00000	0.01770	-1.00000
902	un	189652	-0.03350	-1.00000	-0.00203	-1.00000	-0.00129	-1.00000
910	un	190569	0.04002	-1.00000	0.02206	-1.00000	0.60977	-1.00000
915	un	191467	-0.02602	-1.00000	-0.01145	-1.00000	0.61126	-1.00000
922	un	194844	-0.00666	-1.00000	-0.00638	-1.00000	0.56421	-1.00000
947	un	202918	0.07685	-1.00000	0.06850	-1.00000	-nan	-1.00000
954	un	205235	-0.01112	-1.00000	-0.00145	-1.00000	0.00036	-1.00000
956	un	206868	0.18022	-1.00000	0.16411	-1.00000	0.23232	-1.00000
958	un	207641	0.00304	-1.00000	0.00022	-1.00000	0.50922	-1.00000
959	un	208327	0.10223	-1.00000	0.01550	-1.00000	0.01979	-1.00000
961	un	209064	-0.04235	-1.00000	-0.04419	-1.00000	-0.04459	-1.00000
995	un	216861	0.04452	-1.00000	0.00390	-1.00000	-nan	-1.00000
1004	un	220083	0.00993	-1.00000	0.00077	-1.00000	0.50282	-1.00000
1023	un	223017	-0.01198	-1.00000	-0.00724	-1.00000	-nan	-1.00000
1036	un	224588	0.00497	-1.00000	0.00132	-1.00000	-nan	-1.00000
1037	un	225353	-0.03504	-1.00000	-0.01489	-1.00000	0.50720	-1.00000
1045	un	227087	-0.03651	-1.00000	-0.00236	-1.00000	-0.00061	-1.00000
1062	un	228726	-0.01087	-1.00000	-0.01099	-1.00000	0.49648	-1.00000
1063	un	229562	-0.01096	-1.00000	-0.01089	-1.00000	0.53751	-1.00000
1066	un	232068	-0.00434	-1.00000	-0.00027	-1.00000	0.00050	-1.00000
1077	un	233711	0.03812	-1.00000	0.03687	-1.00000	0.03655	-1.00000
1078	un	234482	0.06521	-1.00000	0.00421	-1.00000	0.00870	-1.00000
1089	un	238627	-0.02599	-1.00000	-0.00222	-1.00000	0.00049	-1.00000
1092	un	239514	-0.04090	-1.00000	-0.04207	-1.00000	-0.04477	-1.00000
1094	un	241094	-0.03231	-1.00000	-0.00196	-1.00000	0.50615	-1.00000
1105	un	243516	-0.03004	-1.00000	-0.01632	-1.00000	-0.01108	-1.00000
1107	un	244295	-0.02613	-1.00000	-0.00218	-1.00000	-0.00093	-1.00000
1113	un	245159	0.01614	-1.00000	0.00137	-1.00000	0.00084	-1.00000
1125	un	248270	0.10633	-1.00000	0.08175	-1.00000	0.10257	-1.00000
1129	un	249163	-0.01556	-1.00000	-0.01311	-1.00000	0.57064	-1.00000
1130	un	249972	0.10495	-1.00000	0.01335	-1.00000	0.62084	-1.00000
1134	un	251497	-0.02609	-1.00000	-0.01899	-1.00000	-nan	-1.00000
1135	un	252354	0.12387	-1.00000	0.01338	-1.00000	0.01238	-1.00000
1138	un	254056	-0.00201	-1.00000	-0.00013	-1.00000	0.00037	-1.00000
1143	un	255735	0.00893	-1.00000	0.00123	-1.00000	0.00799	-1.00000
1153	un	258803	0.03486	-1.00000	0.00308	-1.00000	0.00304	-1.00000
1157	un	259536	0.01226	-1.00000	0.00222	-1.00000	0.55428	-1.00000
1175	un	264188	0.00250	-1.00000	0.00253	-1.00000	-0.00432	-1.00000
1180	un	265004	0.00169	-1.00000	0.00132	-1.00000	0.61144	-1.00000
1185	un	266485	0.04885	-1.00000	0.00316	-1.00000	0.00290	-1.00000
1186	un	267291	0.06731	-1.00000	0.00429	-1.00000	0.00414	-1.00000
1199	un	269751	-0.02395	-1.00000	-0.00218	-1.00000	0.01235	-1.00000
1209	un	272137	-0.03568	-1.00000	-0.00890	-1.00000	0.63668	-1.00000
1212	un	273003	-0.04489	-1.00000	-0.04693	-1.00000	0.57713	-1.00000
1217	un	273774	0.02451	-1.00000	0.02215	-1.00000	-nan	-1.00000
1220	un	274601	-0.02407	-1.00000	-0.00274	-1.00000	0.64289	-1.00000
1222	un	275439	-0.01290	-1.00000	-0.00853	-1.00000	-0.01150	-1.00000
1227	un	276219	-0.02050	-1.00000	-0.01884	-1.00000	0.52137	-1.00000
1237	un	278039	0.06697	-1.00000	0.00436	-1.00000	0.00400	-1.00000
1241	un	279768	-0.03839	-1.00000	-0.00851	-1.00000	-0.00940	-1.00000
1263	un	283711	-0.03714	-1.00000	-0.03722	-1.00000	0.66263	-1.00000
1293	un	291119	0.06002	-1.00000	0.04266	-1.00000	0.56118	-1.00000
1302	un	293796	0.05200	-1.00000	0.00323	-1.00000	0.00290	-1.00000
1304	un	294572	0.02520	-1.00000	0.00274	-1.00000	0.00257	-1.00000
1308	un	296324	-0.02390	-1.00000	-0.01923	-1.00000	-0.00715	-1.00000
1326	un	302095	-0.01177	-1.00000	-0.00979	-1.00000	-0.01456	-1.00000
1328	un	303684	-0.05173	-1.00000	-0.02002	-1.00000	0.58249	-1.00000
1336	un	306080	0.04406	-1.00000	0.02274	-1.00000	0.07090	-1.00000
1339	un	306913	-0.03470	-1.00000	-0.03315	-1.00000	0.54976	-1.00000
1348	un	308576	0.03633	-1.00000	0.01700	-1.00000	0.66898	-1.00000
1355	un	311051	0.06460	-1.00000	0.00631	-1.00000	0.49860	-1.00000
1365	un	312613	0.00443	-1.00000	0.00034	-1.00000	0.49712	-1.00000
1367	un	314202	-0.04025	-1.00000	-0.04193	-1.00000	0.57438	-1.00000
1375	un	317455	0.03050	-1.00000	0.01780	-1.00000	0.55273	-1.00000
1385	un	319935	-0.00266	-1.00000	-0.00020	-1.00000	-nan	-1.00000
1406	un	320673	0.08830	-1.00000	0.04465	-1.00000	0.51219	-1.00000
1409	un	321442	0.00324	-1.00000	0.00021	-1.00000	0.00059	-1.00000
1419	un	322252	0.03152	-1.00000	0.00878	-1.00000	0.51970	-1.00000
1420	un	323130	0.00079	-1.00000	0.00024	-1.00000	0.01097	-1.00000
1422	un	323941	-0.03957	-1.00000	-0.00659	-1.00000	0.51088	-1.00000
1427	un	325559	-0.03961	-1.00000	-0.00338	-1.00000	0.00473	-1.00000
1433	un	328022	-0.03793	-1.00000	-0.00288	-1.00000	-nan	-1.00000
1449	un	331349	-0.03191	-1.00000	-0.01668	-1.00000	0.54522	-1.00000
1461	un	334218	0.03024	-1.00000	0.00278	-1.00000	0.00786	-1.00000
1466	un	336534	0.00164	-1.00000	0.00115	-1.00000	-0.00271	-1.00000
1472	un	338122	-0.04171	-1.00000	-0.04295	-1.00000	0.53329	-1.00000
1481	un	339887	0.13864	-1.00000	0.09737	-1.00000	0.12982	-1.00000
1491	un	342306	-0.04304	-1.00000	-0.01300	-1.00000	-nan	-1.00000
1506	un	344816	0.02703	-1.00000	0.00738	-1.00000	0.48552	-1.00000
1508	un	346407	-0.03684	-1.00000	-0.00273	-1.00000	0.64123	-1.00000
1559	un	356000	0.05039	-1.00000	0.00319	-1.00000	0.00413	-1.00000
1561	un	356631	0.16044	-1.00000	0.12698	-1.00000	0.58038	-1.00000
1562	un	357486	-0.01101	-1.00000	-0.00283	-1.00000	0.00686	-1.00000
1594	un	363901	-0.03388	-1.00000	-0.01803	-1.00000	-0.01782	-1.00000
1605	un	367954	-0.04605	-1.00000	-0.00491	-1.00000	0.58906	-1.00000
1620	un	371210	0.10433	-1.00000	0.05491	-1.00000	0.55945	-1.00000
1626	un	372028	-0.01740	-1.00000	-0.00325	-1.00000	-0.00090	-1.00000
1628	un	372819	-0.04082	-1.00000	-0.00880	-1.00000	-nan	-1.00000
1658	un	381613	0.02906	-1.00000	0.00251	-1.00000	0.00480	-1.00000
1665	un	383210	0.05090	-1.00000	0.00316	-1.00000	0.00300	-1.00000
1675	un	385508	0.02982	-1.00000	0.01436	-1.00000	0.03784	-1.00000
1679	un	386448	0.18164	-1.00000	0.03386	-1.00000	-nan	-1.00000
1681	un	387207	-0.00818	-1.00000	-0.00107	-1.00000	0.50857	-1.00000
1695	un	392040	0.00039	-1.00000	0.00004	-1.00000	0.00455	-1.00000
1705	un	395141	0.03358	-1.00000	0.01098	-1.00000	0.52925	-1.00000
1707	un	396633	0.00496	-1.00000	0.00131	-1.00000	0.00663	-1.00000
1708	un	397439	-0.04174	-1.00000	-0.04355	-1.00000	0.55960	-1.00000
1709	un	398188	0.01973	-1.00000	0.00292	-1.00000	0.66667	-1.00000
1716	un	400627	-0.04646	-1.00000	-0.00469	-1.00000	-nan	-1.00000
1723	un	402135	-0.04450	-1.00000	-0.03791	-1.00000	0.54436	-1.00000
1752	un	407213	0.09452	-1.00000	0.00788	-1.00000	0.49521	-1.00000
1760	un	410334	-0.02337	-1.00000	-0.00248	-1.00000	0.51235	-1.00000
1762	un	411179	-0.00561	-1.00000	-0.00446	-1.00000	-nan	-1.00000
1769	un	412057	-0.02638	-1.00000	-0.01757	-1.00000	0.53649	-1.00000
1770	un	412872	0.00389	-1.00000	0.00033	-1.00000	0.00105	-1.00000
1779	un	414555	-0.02659	-1.00000	-0.02736	-1.00000	-nan	-1.00000
1787	un	416244	0.01597	-1.00000	0.00095	-1.00000	0.49625	-1.00000
1793	un	418788	-0.03806	-1.00000	-0.02974	-1.00000	0.60045	-1.00000
1812	un	422125	-0.00048	-1.00000	-0.00003	-1.00000	0.00035	-1.00000
1840	un	428484	0.07030	-1.00000	0.04972	-1.00000	-nan	-1.00000
1847	un	429288	0.00984	-1.00000	0.00091	-1.00000	-0.00511	-1.00000
1857	un	431726	-0.01974	-1.00000	-0.00131	-1.00000	0.00028	-1.00000
1878	un	438203	-0.02949	-1.00000	-0.00320	-1.00000	0.49121	-1.00000
1880	un	438963	0.11347	-1.00000	0.00962	-1.00000	0.01155	-1.00000
1888	un	440688	0.05032	-1.00000	0.00536	-1.00000	0.00576	-1.00000
1897	un	442372	-0.03543	-1.00000	-0.00934	-1.00000	-0.00446	-1.00000
1900	un	443189	-0.02233	-1.00000	-0.00200	-1.00000	-nan	-1.00000
1901	un	444023	0.00667	-1.00000	0.00160	-1.00000	0.51984	-1.00000
1916	un	448128	-0.01313	-1.00000	-0.00267	-1.00000	-nan	-1.00000
1924	un	451931	-0.04113	-1.00000	-0.04289	-1.00000	0.53296	-1.00000
1925	un	452737	-0.03006	-1.00000	-0.01407	-1.00000	-0.00294	-1.00000
1926	un	453512	-0.03482	-1.00000	-0.03421	-1.00000	-0.02950	-1.00000
1929	un	455166	-0.02949	-1.00000	-0.00743	-1.00000	-0.00797	-1.00000
1930	un	456009	0.00369	-1.00000	0.00024	-1.00000	0.00066	-1.00000
1931	un	456613	0.05092	-1.00000	0.00680	-1.00000	0.02011	-1.00000
1936	un	458233	-0.03063	-1.00000	-0.01448	-1.00000	0.53875	-1.00000
1937	un	459066	0.01113	-1.00000	0.00105	-1.00000	0.51278	-1.00000
1947	un	463901	0.05859	-1.00000	0.00362	-1.00000	0.00362	-1.00000
1949	un	465507	-0.00434	-1.00000	-0.00027	-1.00000	0.00050	-1.00000
1974	un	472949	0.07533	-1.00000	0.00499	-1.00000	0.01006	-1.00000
1977	un	473781	-0.00048	-1.00000	-0.00003	-1.00000	0.02166	-1.00000
1979	un	475436	-0.02813	-1.00000	-0.00378	-1.00000	0.52474	-1.00000
1983	un	477973	0.07109	-1.00000	0.04570	-1.00000	0.04208	-1.00000
1995	un	482782	-0.03067	-1.00000	-0.02283	-1.00000	-nan	-1.00000
2003	un	487089	-0.00520	-1.00000	-0.00084	-1.00000	0.00413	-1.00000
2010	un	490334	0.04609	-1.00000	0.00318	-1.00000	-0.00220	-1.00000
2016	un	493592	0.02511	-1.00000	0.00610	-1.00000	0.00781	-1.00000
2018	un	494516	-0.00134	-1.00000	-0.00003	-1.00000	0.48940	-1.00000
2031	un	497758	-0.03401	-1.00000	-0.00211	-1.00000	-0.00135	-1.00000
2033	un	498634	-0.03414	-1.00000	-0.00496	-1.00000	0.45631	-1.00000
2042	un	501020	-0.04670	-1.00000	-0.04864	-1.00000	-nan	-1.00000
2045	un	502620	-0.05994	-1.00000	-0.06348	-1.00000	0.49931	-1.00000
2051	un	505767	0.06350	-1.00000	0.00418	-1.00000	0.00740	-1.00000
2052	un	506610	0.02070	-1.00000	0.00133	-1.00000	-0.00032	-1.00000
2057	un	509093	-0.01825	-1.00000	-0.01857	-1.00000	-0.01974	-1.00000
2058	un	509885	0.00108	-1.00000	0.00067	-1.00000	-nan	-1.00000
2061	un	510738	-0.01144	-1.00000	-0.00396	-1.00000	0.53051	-1.00000
2072	un	514952	-0.02419	-1.00000	-0.00255	-1.00000	-0.00083	-1.00000
2073	un	515740	0.05185	-1.00000	0.00531	-1.00000	0.49080	-1.00000
2074	un	516577	0.00805	-1.00000	0.00125	-1.00000	-0.00175	-1.00000
2076	un	517349	-0.03864	-1.00000	-0.02242	-1.00000	0.54665	-1.00000
2080	un	519809	0.02014	-1.00000	0.00228	-1.00000	0.00308	-1.00000
2081	un	520532	0.02111	-1.00000	0.00130	-1.00000	0.49709	-1.00000
2085	un	523029	0.04609	-1.00000	0.00318	-1.00000	0.00264	-1.00000
2094	un	525561	0.01163	-1.00000	0.00323	-1.00000	0.46898	-1.00000
2099	un	527298	-0.03829	-1.00000	-0.00613	-1.00000	0.61218	-1.00000
2100	un	528114	0.08716	-1.00000	0.02285	-1.00000	0.02602	-1.00000
2112	un	532209	-0.01272	-1.00000	-0.00112	-1.00000	-0.00337	-1.00000
2116	un	534600	-0.00153	-1.00000	-0.00010	-1.00000	0.00309	-1.00000
2125	un	537079	0.00018	-1.00000	0.00001	-1.00000	0.00222	-1.00000
2127	un	537822	-0.02453	-1.00000	-0.00133	-1.00000	0.53769	-1.00000
2141	un	543227	-0.01444	-1.00000	-0.00182	-1.00000	-0.00276	-1.00000
2147	un	546576	0.06734	-1.00000	0.00770	-1.00000	0.01035	-1.00000
2150	un	548304	-0.03626	-1.00000	-0.02232	-1.00000	0.55048	-1.00000
2155	un	550661	-0.02011	-1.00000	-0.00099	-1.00000	0.62197	-1.00000
2170	un	556298	0.06392	-1.00000	0.00421	-1.00000	0.00418	-1.00000
2173	un	557762	-0.03032	-1.00000	-0.00389	-1.00000	0.55413	-1.00000
2180	un	559469	-0.02350	-1.00000	-0.00196	-1.00000	-0.00077	-1.00000
2187	un	562749	-0.00090	-1.00000	-0.00090	-1.00000	0.57479	-1.00000
2192	un	564232	0.03014	-1.00000	0.00825	-1.00000	0.02583	-1.00000
2196	un	566622	-0.03342	-1.00000	-0.01030	-1.00000	0.63824	-1.00000
2198	un	567403	-0.01869	-1.00000	-0.00197	-1.00000	-0.00068	-1.00000
2199	un	568172	-0.02654	-1.00000	-0.00248	-1.00000	-0.01223	-1.00000
2200	un	569059	-0.02954	-1.00000	-0.02116	-1.00000	-0.03712	-1.00000
2217	un	576931	0.00015	-1.00000	0.00014	-1.00000	0.56886	-1.00000
2220	un	579295	0.02703	-1.00000	0.00172	-1.00000	0.49757	-1.00000
2229	un	583367	0.13134	-1.00000	0.01547	-1.00000	0.01518	-1.00000
2232	un	584154	0.05329	-1.00000	0.05138	-1.00000	0.04367	-1.00000
2240	un	586594	0.05406	-1.00000	0.04446	-1.00000	0.02922	-1.00000
2251	un	589841	0.01395	-1.00000	0.00161	-1.00000	0.00388	-1.00000
2254	un	592302	-0.01332	-1.00000	-0.00113	-1.00000	-nan	-1.00000
2260	un	594737	0.04650	-1.00000	0.00659	-1.00000	0.02280	-1.00000
2263	un	596220	-0.01541	-1.00000	-0.00320	-1.00000	-0.00321	-1.00000
2264	un	597105	-0.03152	-1.00000	-0.03096	-1.00000	-nan	-1.00000
2301	un	608994	-0.04683	-1.00000	-0.00479	-1.00000	0.45364	-1.00000
2333	un	619356	0.01720	-1.00000	0.00143	-1.00000	0.00098	-1.00000
2345	un	622484	-0.01370	-1.00000	-0.00123	-1.00000	0.48922	-1.00000
2348	un	623310	-0.03514	-1.00000	-0.02368	-1.00000	0.57457	-1.00000
2367	un	629168	0.05404	-1.00000	0.00355	-1.00000	0.00362	-1.00000
2371	un	630732	-0.00019	-1.00000	-0.00002	-1.00000	0.00633	-1.00000
2373	un	631624	-0.03691	-1.00000	-0.00274	-1.00000	0.50811	-1.00000
2381	un	634135	-0.01812	-1.00000	-0.00113	-1.00000	0.00575	-1.00000
2385	un	636505	0.06169	-1.00000	0.04348	-1.00000	-nan	-1.00000
2388	un	637322	0.00183	-1.00000	0.00011	-1.00000	0.00050	-1.00000
2397	un	640354	0.02772	-1.00000	0.00576	-1.00000	0.50530	-1.00000
2400	un	642050	-0.05173	-1.00000	-0.02002	-1.00000	0.66403	-1.00000
2430	un	652802	0.15750	-1.00000	0.04111	-1.00000	0.04862	-1.00000
2431	un	653580	-0.00876	-1.00000	-0.00202	-1.00000	0.01505	-1.00000
2446	un	658891	-0.01833	-1.00000	-0.00328	-1.00000	-0.00288	-1.00000
2473	un	667101	0.00191	-1.00000	0.00012	-1.00000	0.00567	-1.00000
2477	un	667893	-0.03377	-1.00000	-0.00477	-1.00000	0.49343	-1.00000
2478	un	668757	0.10931	-1.00000	0.02898	-1.00000	-nan	-1.00000
2480	un	669642	-0.01514	-1.00000	-0.01540	-1.00000	0.57713	-1.00000
2492	un	673314	-0.00437	-1.00000	-0.00027	-1.00000	0.00037	-1.00000
2494	un	674209	-0.00095	-1.00000	-0.00006	-1.00000	0.00056	-1.00000
2499	un	677491	-0.00681	-1.00000	-0.00490	-1.00000	0.57226	-1.00000
2502	un	678347	0.05705	-1.00000	0.02710	-1.00000	0.55257	-1.00000
2508	un	680873	-0.01586	-1.00000	-0.00193	-1.00000	0.50489	-1.00000
2512	un	682446	-0.03509	-1.00000	-0.01894	-1.00000	-0.03294	-1.00000
2521	un	686538	0.00140	-1.00000	0.00010	-1.00000	-0.00390	-1.00000
2532	un	689019	-0.02176	-1.00000	-0.00225	-1.00000	-0.00083	-1.00000
2534	un	690563	-0.05982	-1.00000	-0.03062	-1.00000	0.60470	-1.00000
