# Population Tooele_Army	2022_Tooele_Army_LTC1,2022_Tooele_Army_LTC2,2022_Tooele_Army_LTC3,2022_Tooele_Army_LTC4,2022_Tooele_Army_LTC5,2022_Tooele_Army_LTC6,2022_Tooele_Army_LTC7,2022_Tooele_Army_LTC_10,2022_Tooele_Army_LTC_8,2022_Tooele_Army_LTC_9
# Population Jail_Pond	2022_Jail_Pond_LTC1,2022_Jail_Pond_LTC10,2022_Jail_Pond_LTC11,2022_Jail_Pond_LTC12,2022_Jail_Pond_LTC13,2022_Jail_Pond_LTC14,2022_Jail_Pond_LTC2,2022_Jail_Pond_LTC3,2022_Jail_Pond_LTC4,2022_Jail_Pond_LTC5,2022_Jail_Pond_LTC6,2022_Jail_Pond_LTC7,2022_Jail_Pond_LTC8,2022_Jail_Pond_LTC9
# Population Mona	2001_Mona_LTC1,2001_Mona_LTC12,2001_Mona_LTC2,2001_Mona_LTC5
# Population Big_Springs	2022_Big_Springs_LTC_1,2022_Big_Springs_LTC_10,2022_Big_Springs_LTC_11,2022_Big_Springs_LTC_12,2022_Big_Springs_LTC_13,2022_Big_Springs_LTC_14,2022_Big_Springs_LTC_15,2022_Big_Springs_LTC_2,2022_Big_Springs_LTC_3,2022_Big_Springs_LTC_4,2022_Big_Springs_LTC_5,2022_Big_Springs_LTC_6,2022_Big_Springs_LTC_7,2022_Big_Springs_LTC_8,2022_Big_Springs_LTC_9
# Group defaultgrp	Tooele_Army,Jail_Pond,Mona,Big_Springs
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Fst'	Smoothed Fst'	D_est	Smoothed D_est
231	un	54274	-0.04039	-1.00000	-0.01483	-1.00000	0.55167	-1.00000
241	un	55124	0.03631	-1.00000	0.01178	-1.00000	0.00088	-1.00000
246	un	55913	0.00317	-1.00000	0.00290	-1.00000	-nan	-1.00000
250	un	57590	0.14727	-1.00000	0.01407	-1.00000	0.49122	-1.00000
265	un	59897	0.04478	-1.00000	0.01117	-1.00000	-nan	-1.00000
274	un	62375	-0.04369	-1.00000	-0.04452	-1.00000	0.55613	-1.00000
296	un	68026	-0.03716	-1.00000	-0.03839	-1.00000	-nan	-1.00000
297	un	68813	-0.00893	-1.00000	-0.00074	-1.00000	-nan	-1.00000
299	un	69617	0.02112	-1.00000	0.00756	-1.00000	0.54256	-1.00000
305	un	71126	-0.03214	-1.00000	-0.00371	-1.00000	0.50807	-1.00000
323	un	75348	-0.00899	-1.00000	-0.00151	-1.00000	-0.00893	-1.00000
325	un	76976	0.03205	-1.00000	0.02313	-1.00000	0.56172	-1.00000
341	un	82792	0.00365	-1.00000	0.00040	-1.00000	0.00093	-1.00000
355	un	85895	0.04348	-1.00000	0.00327	-1.00000	0.00390	-1.00000
357	un	86614	-0.00756	-1.00000	-0.00061	-1.00000	0.50906	-1.00000
383	un	90730	0.02515	-1.00000	0.00353	-1.00000	0.52043	-1.00000
388	un	91524	-0.03920	-1.00000	-0.00717	-1.00000	0.66551	-1.00000
389	un	92457	-0.05597	-1.00000	-0.04383	-1.00000	0.56718	-1.00000
398	un	94979	-0.04895	-1.00000	-0.05122	-1.00000	-nan	-1.00000
399	un	95825	-0.02965	-1.00000	-0.02955	-1.00000	-0.04447	-1.00000
404	un	96686	-0.01455	-1.00000	-0.01503	-1.00000	0.59655	-1.00000
408	un	98280	0.02870	-1.00000	0.02974	-1.00000	0.60636	-1.00000
421	un	100580	-0.00710	-1.00000	-0.00497	-1.00000	0.57367	-1.00000
435	un	102211	-0.01958	-1.00000	-0.00715	-1.00000	0.49018	-1.00000
443	un	103057	-0.00027	-1.00000	-0.00002	-1.00000	-0.00611	-1.00000
454	un	106287	0.02304	-1.00000	0.00174	-1.00000	0.00209	-1.00000
469	un	108821	-0.04315	-1.00000	-0.02685	-1.00000	0.55683	-1.00000
472	un	109623	-0.01260	-1.00000	-0.00104	-1.00000	0.50894	-1.00000
480	un	111025	-0.04502	-1.00000	-0.03316	-1.00000	0.63119	-1.00000
486	un	111750	0.12975	-1.00000	0.13201	-1.00000	0.56468	-1.00000
495	un	113285	-0.01071	-1.00000	-0.00814	-1.00000	-nan	-1.00000
512	un	116460	-0.04644	-1.00000	-0.02304	-1.00000	-nan	-1.00000
513	un	117034	-0.00807	-1.00000	-0.00716	-1.00000	0.57771	-1.00000
530	un	119505	0.00467	-1.00000	0.00171	-1.00000	-nan	-1.00000
536	un	121977	0.07479	-1.00000	0.04415	-1.00000	-nan	-1.00000
572	un	129208	-0.05164	-1.00000	-0.00835	-1.00000	0.49380	-1.00000
574	un	130731	0.07501	-1.00000	0.07153	-1.00000	-nan	-1.00000
587	un	133015	0.01340	-1.00000	0.00112	-1.00000	0.00853	-1.00000
597	un	133794	-0.04028	-1.00000	-0.01873	-1.00000	0.59255	-1.00000
603	un	135443	0.00519	-1.00000	0.00111	-1.00000	-nan	-1.00000
620	un	139933	-0.02798	-1.00000	-0.00545	-1.00000	-nan	-1.00000
622	un	140785	0.01075	-1.00000	0.00081	-1.00000	0.00139	-1.00000
641	un	144916	-0.03725	-1.00000	-0.00487	-1.00000	-0.01038	-1.00000
649	un	145738	0.09763	-1.00000	0.04748	-1.00000	-nan	-1.00000
652	un	147423	-0.05024	-1.00000	-0.01086	-1.00000	-0.01541	-1.00000
661	un	149009	-0.05013	-1.00000	-0.01345	-1.00000	-nan	-1.00000
663	un	150577	-0.01640	-1.00000	-0.00762	-1.00000	-0.00698	-1.00000
666	un	151318	-0.01866	-1.00000	-0.00236	-1.00000	0.48461	-1.00000
667	un	152177	-0.01850	-1.00000	-0.00803	-1.00000	0.54461	-1.00000
675	un	154642	0.00933	-1.00000	0.00661	-1.00000	0.56617	-1.00000
678	un	155469	-0.04063	-1.00000	-0.04209	-1.00000	0.49777	-1.00000
682	un	157221	-0.00602	-1.00000	-0.00096	-1.00000	0.46114	-1.00000
686	un	158099	0.01296	-1.00000	0.01349	-1.00000	-nan	-1.00000
689	un	158959	-0.05209	-1.00000	-0.03062	-1.00000	-nan	-1.00000
692	un	159777	-0.03571	-1.00000	-0.01009	-1.00000	-nan	-1.00000
697	un	160522	-0.02515	-1.00000	-0.01444	-1.00000	-nan	-1.00000
699	un	161328	-0.04134	-1.00000	-0.04309	-1.00000	-nan	-1.00000
704	un	163601	-0.01428	-1.00000	-0.00118	-1.00000	0.00059	-1.00000
717	un	168438	-0.02998	-1.00000	-0.02002	-1.00000	-0.02962	-1.00000
719	un	170140	-0.05033	-1.00000	-0.00438	-1.00000	0.60010	-1.00000
731	un	172663	-0.07222	-1.00000	-0.07396	-1.00000	-nan	-1.00000
732	un	173337	0.03974	-1.00000	0.01807	-1.00000	0.56507	-1.00000
749	un	179006	0.00024	-1.00000	0.00006	-1.00000	0.00874	-1.00000
752	un	179811	-0.04007	-1.00000	-0.00559	-1.00000	0.64045	-1.00000
774	un	186931	-0.05501	-1.00000	-0.05780	-1.00000	-0.06304	-1.00000
788	un	190102	0.13008	-1.00000	0.01133	-1.00000	0.51088	-1.00000
813	un	192664	-0.04175	-1.00000	-0.00870	-1.00000	-nan	-1.00000
819	un	194264	0.08996	-1.00000	0.02456	-1.00000	0.54459	-1.00000
857	un	197548	-0.00260	-1.00000	-0.00251	-1.00000	0.61617	-1.00000
865	un	199248	-0.01154	-1.00000	-0.00089	-1.00000	0.00739	-1.00000
869	un	202429	-0.04579	-1.00000	-0.00439	-1.00000	0.63060	-1.00000
877	un	204726	0.01447	-1.00000	0.00441	-1.00000	-nan	-1.00000
880	un	205516	-0.03901	-1.00000	-0.00895	-1.00000	-nan	-1.00000
891	un	207958	-0.00810	-1.00000	-0.00217	-1.00000	0.52437	-1.00000
895	un	210510	-0.01420	-1.00000	-0.01212	-1.00000	0.58610	-1.00000
897	un	212212	-0.01538	-1.00000	-0.00800	-1.00000	-0.00984	-1.00000
899	un	213004	-0.01827	-1.00000	-0.00566	-1.00000	0.51280	-1.00000
904	un	215179	-0.04384	-1.00000	-0.03050	-1.00000	-nan	-1.00000
922	un	219330	0.01087	-1.00000	0.01111	-1.00000	0.59298	-1.00000
924	un	220191	0.01973	-1.00000	0.00292	-1.00000	-nan	-1.00000
928	un	222684	0.30820	-1.00000	0.24626	-1.00000	0.63409	-1.00000
936	un	225817	-0.02053	-1.00000	-0.00160	-1.00000	0.00361	-1.00000
947	un	228295	0.11414	-1.00000	0.06685	-1.00000	0.57587	-1.00000
958	un	233018	-0.03638	-1.00000	-0.00417	-1.00000	0.49812	-1.00000
964	un	235244	0.11164	-1.00000	0.04328	-1.00000	0.60250	-1.00000
966	un	236035	-0.01323	-1.00000	-0.00704	-1.00000	0.52899	-1.00000
973	un	237493	-0.03986	-1.00000	-0.03598	-1.00000	-nan	-1.00000
981	un	239709	0.01463	-1.00000	0.00569	-1.00000	-nan	-1.00000
1011	un	249819	-0.02812	-1.00000	-0.01722	-1.00000	0.54683	-1.00000
1031	un	252213	-0.02411	-1.00000	-0.02258	-1.00000	-nan	-1.00000
1037	un	253800	-0.00041	-1.00000	-0.00039	-1.00000	0.59531	-1.00000
1045	un	255426	0.04866	-1.00000	0.00861	-1.00000	0.53504	-1.00000
1073	un	261182	0.07422	-1.00000	0.02609	-1.00000	0.53870	-1.00000
1077	un	262019	-0.03970	-1.00000	-0.00333	-1.00000	0.66609	-1.00000
1078	un	262790	-0.04951	-1.00000	-0.01964	-1.00000	0.52591	-1.00000
1087	un	266935	-0.02367	-1.00000	-0.01786	-1.00000	-nan	-1.00000
1089	un	267740	0.07412	-1.00000	0.06122	-1.00000	0.02559	-1.00000
1090	un	268627	-0.05316	-1.00000	-0.05597	-1.00000	-nan	-1.00000
1093	un	269423	-0.02199	-1.00000	-0.01031	-1.00000	0.51501	-1.00000
1099	un	271119	0.14350	-1.00000	0.07197	-1.00000	0.57184	-1.00000
1104	un	272660	0.17237	-1.00000	0.14333	-1.00000	0.53686	-1.00000
1105	un	273526	-0.04329	-1.00000	-0.02378	-1.00000	-0.01695	-1.00000
1113	un	275169	-0.04180	-1.00000	-0.03415	-1.00000	0.55993	-1.00000
1133	un	280501	0.10606	-1.00000	0.07196	-1.00000	-nan	-1.00000
1134	un	281282	-0.02626	-1.00000	-0.02015	-1.00000	-0.02820	-1.00000
1135	un	282139	-0.09183	-1.00000	-0.03257	-1.00000	-nan	-1.00000
1138	un	282974	0.03449	-1.00000	0.00269	-1.00000	0.51399	-1.00000
1144	un	285247	-0.02214	-1.00000	-0.01930	-1.00000	0.52287	-1.00000
1148	un	286048	0.02273	-1.00000	0.00273	-1.00000	0.49370	-1.00000
1175	un	293106	-0.02942	-1.00000	-0.01227	-1.00000	0.53101	-1.00000
1180	un	293922	-0.01471	-1.00000	-0.00367	-1.00000	-nan	-1.00000
1193	un	298593	-0.03641	-1.00000	-0.00561	-1.00000	-nan	-1.00000
1199	un	299429	0.03069	-1.00000	0.02938	-1.00000	0.57784	-1.00000
1202	un	300171	0.23364	-1.00000	0.15520	-1.00000	0.59791	-1.00000
1212	un	303599	-0.02830	-1.00000	-0.02877	-1.00000	-0.01405	-1.00000
1217	un	304370	-0.01858	-1.00000	-0.00544	-1.00000	0.52377	-1.00000
1227	un	306815	-0.04252	-1.00000	-0.01355	-1.00000	0.51922	-1.00000
1229	un	307629	0.01973	-1.00000	0.00292	-1.00000	-nan	-1.00000
1253	un	312848	-0.01240	-1.00000	-0.00151	-1.00000	-nan	-1.00000
1267	un	318469	-0.01287	-1.00000	-0.00416	-1.00000	0.00912	-1.00000
1275	un	320125	-0.00873	-1.00000	-0.00817	-1.00000	0.57616	-1.00000
1286	un	320926	-0.06802	-1.00000	-0.04426	-1.00000	-nan	-1.00000
1293	un	322542	-0.00003	-1.00000	-0.00000	-1.00000	0.63126	-1.00000
1300	un	324240	-0.05164	-1.00000	-0.00835	-1.00000	0.53807	-1.00000
1316	un	330172	0.00006	-1.00000	0.00005	-1.00000	-nan	-1.00000
1327	un	334349	-0.05020	-1.00000	-0.05269	-1.00000	-0.07021	-1.00000
1328	un	335107	0.00034	-1.00000	0.00023	-1.00000	0.66672	-1.00000
1329	un	335908	-0.04887	-1.00000	-0.05083	-1.00000	-0.06029	-1.00000
1336	un	337503	-0.04134	-1.00000	-0.04309	-1.00000	-nan	-1.00000
1341	un	339155	0.01434	-1.00000	0.00105	-1.00000	0.00154	-1.00000
1351	un	341690	0.08831	-1.00000	0.00943	-1.00000	-0.00041	-1.00000
1375	un	348174	0.14420	-1.00000	0.07370	-1.00000	-nan	-1.00000
1406	un	351870	-0.02093	-1.00000	-0.00248	-1.00000	-nan	-1.00000
1420	un	355168	-0.02999	-1.00000	-0.01949	-1.00000	0.55090	-1.00000
1423	un	355979	0.01198	-1.00000	0.01060	-1.00000	0.66792	-1.00000
1429	un	357615	0.08519	-1.00000	0.01873	-1.00000	0.56400	-1.00000
1433	un	360092	-0.02174	-1.00000	-0.01099	-1.00000	-nan	-1.00000
1437	un	360922	-0.04068	-1.00000	-0.02396	-1.00000	0.53761	-1.00000
1440	un	361818	0.01002	-1.00000	0.00513	-1.00000	-nan	-1.00000
1445	un	363419	-0.03848	-1.00000	-0.00440	-1.00000	0.49406	-1.00000
1449	un	364089	0.00990	-1.00000	0.01004	-1.00000	0.57234	-1.00000
1466	un	369274	-0.00775	-1.00000	-0.00465	-1.00000	0.55236	-1.00000
1467	un	370117	0.14727	-1.00000	0.01407	-1.00000	0.48161	-1.00000
1472	un	372463	0.05390	-1.00000	0.04518	-1.00000	0.59872	-1.00000
1479	un	373359	0.02254	-1.00000	0.00269	-1.00000	-nan	-1.00000
1481	un	374228	-0.03423	-1.00000	-0.02400	-1.00000	-0.03665	-1.00000
1506	un	379179	-0.03709	-1.00000	-0.03522	-1.00000	0.56969	-1.00000
1519	un	383462	-0.03056	-1.00000	-0.02568	-1.00000	-0.03005	-1.00000
1524	un	385074	-0.02121	-1.00000	-0.02152	-1.00000	-nan	-1.00000
1527	un	385808	-0.04480	-1.00000	-0.02410	-1.00000	-nan	-1.00000
1532	un	386585	-0.04540	-1.00000	-0.04752	-1.00000	0.52578	-1.00000
1540	un	388484	-0.01473	-1.00000	-0.00119	-1.00000	0.00076	-1.00000
1555	un	390941	0.09601	-1.00000	0.02410	-1.00000	0.64289	-1.00000
1561	un	394818	0.04281	-1.00000	0.00953	-1.00000	0.48553	-1.00000
1562	un	395673	-0.02594	-1.00000	-0.02359	-1.00000	-nan	-1.00000
1620	un	408611	-0.03037	-1.00000	-0.01030	-1.00000	0.48926	-1.00000
1628	un	410220	0.01075	-1.00000	0.00081	-1.00000	0.00162	-1.00000
1646	un	414201	-0.03891	-1.00000	-0.00571	-1.00000	0.59629	-1.00000
1657	un	417455	0.24360	-1.00000	0.13843	-1.00000	0.61677	-1.00000
1658	un	418137	-0.01275	-1.00000	-0.00377	-1.00000	-nan	-1.00000
1662	un	418905	-0.02061	-1.00000	-0.00262	-1.00000	-0.00804	-1.00000
1675	un	422032	-0.02707	-1.00000	-0.02486	-1.00000	-0.04590	-1.00000
1681	un	425187	-0.03323	-1.00000	-0.00696	-1.00000	0.51639	-1.00000
1685	un	425955	0.07426	-1.00000	0.01700	-1.00000	0.56553	-1.00000
1692	un	429169	-0.01414	-1.00000	-0.00155	-1.00000	0.51384	-1.00000
1705	un	433107	-0.03981	-1.00000	-0.00328	-1.00000	-nan	-1.00000
1708	un	435405	-0.08901	-1.00000	-0.09510	-1.00000	0.62326	-1.00000
1709	un	436154	-0.03538	-1.00000	-0.01132	-1.00000	-nan	-1.00000
1712	un	436947	-0.04277	-1.00000	-0.00817	-1.00000	-nan	-1.00000
1713	un	437736	0.01647	-1.00000	0.00084	-1.00000	0.57148	-1.00000
1716	un	438593	0.39191	-1.00000	0.10915	-1.00000	-nan	-1.00000
1723	un	440101	0.11489	-1.00000	0.01266	-1.00000	0.01720	-1.00000
1728	un	441004	0.13008	-1.00000	0.01133	-1.00000	-nan	-1.00000
1737	un	443570	0.09920	-1.00000	0.06163	-1.00000	0.61159	-1.00000
1738	un	444225	-0.00209	-1.00000	-0.00141	-1.00000	0.58743	-1.00000
1749	un	445903	0.05277	-1.00000	0.00721	-1.00000	0.64554	-1.00000
1762	un	449769	-0.04324	-1.00000	-0.04066	-1.00000	-0.02322	-1.00000
1770	un	451462	0.10935	-1.00000	0.02698	-1.00000	0.01756	-1.00000
1779	un	453145	0.02063	-1.00000	0.00332	-1.00000	0.00378	-1.00000
1782	un	453976	0.08569	-1.00000	0.02231	-1.00000	0.64074	-1.00000
1788	un	455639	-0.02597	-1.00000	-0.00653	-1.00000	-0.01494	-1.00000
1793	un	457378	-0.00980	-1.00000	-0.00930	-1.00000	0.54284	-1.00000
1811	un	459928	-0.03122	-1.00000	-0.03250	-1.00000	-0.03827	-1.00000
1812	un	460715	-0.04665	-1.00000	-0.00354	-1.00000	-0.00181	-1.00000
1839	un	466356	-0.01050	-1.00000	-0.00499	-1.00000	0.53971	-1.00000
1866	un	471110	0.06011	-1.00000	0.01085	-1.00000	0.01114	-1.00000
1867	un	471899	-0.01110	-1.00000	-0.00240	-1.00000	0.51141	-1.00000
1868	un	472716	0.00851	-1.00000	0.00082	-1.00000	0.56270	-1.00000
1871	un	474382	-0.02682	-1.00000	-0.00534	-1.00000	0.62804	-1.00000
1872	un	475183	-0.03910	-1.00000	-0.00835	-1.00000	0.55621	-1.00000
1880	un	476749	-0.03930	-1.00000	-0.03205	-1.00000	0.56402	-1.00000
1886	un	478474	0.03458	-1.00000	0.00457	-1.00000	0.00628	-1.00000
1888	un	479242	0.02126	-1.00000	0.00886	-1.00000	0.00797	-1.00000
1900	un	480893	-0.01440	-1.00000	-0.00305	-1.00000	-0.00720	-1.00000
1901	un	481727	0.00512	-1.00000	0.00400	-1.00000	0.56966	-1.00000
1903	un	482593	-0.09091	-1.00000	-0.09756	-1.00000	-nan	-1.00000
1911	un	484127	-0.04069	-1.00000	-0.03720	-1.00000	-nan	-1.00000
1912	un	485001	0.05846	-1.00000	0.00536	-1.00000	0.48840	-1.00000
1924	un	490527	-0.05015	-1.00000	-0.05282	-1.00000	-0.07566	-1.00000
1929	un	493762	-0.03506	-1.00000	-0.00372	-1.00000	-0.00812	-1.00000
1930	un	494605	-0.01316	-1.00000	-0.01353	-1.00000	0.57056	-1.00000
1931	un	495209	0.03602	-1.00000	0.01545	-1.00000	0.01433	-1.00000
1936	un	496829	-0.04323	-1.00000	-0.00388	-1.00000	0.50029	-1.00000
1938	un	498472	0.04127	-1.00000	0.00724	-1.00000	-nan	-1.00000
1944	un	500931	-0.08851	-1.00000	-0.02327	-1.00000	-nan	-1.00000
1947	un	503328	-0.04814	-1.00000	-0.00356	-1.00000	0.50014	-1.00000
1985	un	519052	-0.02328	-1.00000	-0.00240	-1.00000	0.00134	-1.00000
1998	un	523880	0.05024	-1.00000	0.01749	-1.00000	0.56410	-1.00000
2003	un	526528	0.06271	-1.00000	0.01498	-1.00000	-nan	-1.00000
2015	un	530570	-0.00639	-1.00000	-0.00047	-1.00000	-0.00363	-1.00000
2016	un	531361	0.03342	-1.00000	0.00283	-1.00000	0.50723	-1.00000
2029	un	535543	0.08708	-1.00000	0.01043	-1.00000	0.51604	-1.00000
2031	un	536338	0.12375	-1.00000	0.04394	-1.00000	0.57829	-1.00000
2034	un	537999	-0.03913	-1.00000	-0.03000	-1.00000	0.52346	-1.00000
2042	un	539600	-0.05472	-1.00000	-0.05743	-1.00000	-nan	-1.00000
2043	un	540424	0.01220	-1.00000	0.00189	-1.00000	0.50080	-1.00000
2047	un	541949	-0.01582	-1.00000	-0.00178	-1.00000	-0.00360	-1.00000
2049	un	542764	-0.03489	-1.00000	-0.01432	-1.00000	0.54301	-1.00000
2070	un	553365	-0.01790	-1.00000	-0.00211	-1.00000	0.50723	-1.00000
2073	un	554998	-0.01376	-1.00000	-0.00720	-1.00000	0.54735	-1.00000
2080	un	558237	0.14180	-1.00000	0.03574	-1.00000	-nan	-1.00000
2088	un	562353	-0.03579	-1.00000	-0.03379	-1.00000	0.57309	-1.00000
2094	un	563130	-0.01336	-1.00000	-0.00960	-1.00000	-nan	-1.00000
2099	un	564867	-0.00799	-1.00000	-0.00387	-1.00000	-nan	-1.00000
2125	un	576183	-0.04646	-1.00000	-0.00469	-1.00000	-nan	-1.00000
2131	un	579841	-0.04073	-1.00000	-0.00407	-1.00000	-0.00158	-1.00000
2141	un	582331	0.10029	-1.00000	0.01896	-1.00000	0.50553	-1.00000
2150	un	587408	0.01411	-1.00000	0.00437	-1.00000	-0.00779	-1.00000
2154	un	589776	-0.01552	-1.00000	-0.00092	-1.00000	0.47006	-1.00000
2155	un	590538	0.03354	-1.00000	0.01209	-1.00000	0.54469	-1.00000
2166	un	594236	0.06343	-1.00000	0.01643	-1.00000	-0.00219	-1.00000
2168	un	595800	0.02218	-1.00000	0.00798	-1.00000	-nan	-1.00000
2182	un	600795	-0.04375	-1.00000	-0.01676	-1.00000	0.52895	-1.00000
2189	un	604085	0.11374	-1.00000	0.11213	-1.00000	-nan	-1.00000
2192	un	604771	0.02293	-1.00000	0.00193	-1.00000	0.50623	-1.00000
2194	un	605574	0.10090	-1.00000	0.03183	-1.00000	0.50641	-1.00000
2195	un	606417	-0.05270	-1.00000	-0.01418	-1.00000	-nan	-1.00000
2196	un	607161	0.01743	-1.00000	0.01330	-1.00000	0.66821	-1.00000
2199	un	608711	0.08280	-1.00000	0.00895	-1.00000	0.54496	-1.00000
2200	un	609598	-0.02380	-1.00000	-0.02145	-1.00000	0.58463	-1.00000
2224	un	621489	-0.01793	-1.00000	-0.00336	-1.00000	-0.00949	-1.00000
2226	un	623194	-0.09471	-1.00000	-0.10302	-1.00000	-nan	-1.00000
2229	un	624035	-0.01375	-1.00000	-0.01365	-1.00000	-nan	-1.00000
2232	un	624822	0.18164	-1.00000	0.03386	-1.00000	0.49683	-1.00000
2238	un	626510	-0.04957	-1.00000	-0.03185	-1.00000	-nan	-1.00000
2240	un	627262	-0.03363	-1.00000	-0.01693	-1.00000	-nan	-1.00000
2243	un	628885	0.00168	-1.00000	0.00087	-1.00000	0.55515	-1.00000
2251	un	630509	-0.01506	-1.00000	-0.00347	-1.00000	-0.01189	-1.00000
2252	un	631301	-0.09183	-1.00000	-0.03257	-1.00000	0.62391	-1.00000
2253	un	632145	0.02335	-1.00000	0.01797	-1.00000	-nan	-1.00000
2255	un	633744	-0.01552	-1.00000	-0.01314	-1.00000	-nan	-1.00000
2258	un	634503	0.02275	-1.00000	0.00298	-1.00000	0.46139	-1.00000
2263	un	636888	0.04000	-1.00000	0.00332	-1.00000	0.61334	-1.00000
2265	un	638588	-0.03981	-1.00000	-0.00328	-1.00000	0.50303	-1.00000
2271	un	640975	-0.01146	-1.00000	-0.00301	-1.00000	-0.00561	-1.00000
2278	un	643424	-0.02481	-1.00000	-0.01518	-1.00000	0.47585	-1.00000
2287	un	645950	-0.04021	-1.00000	-0.02147	-1.00000	0.54483	-1.00000
2291	un	646781	0.02930	-1.00000	0.00508	-1.00000	-nan	-1.00000
2294	un	647544	0.15355	-1.00000	0.06867	-1.00000	0.14296	-1.00000
2295	un	648197	0.11329	-1.00000	0.02085	-1.00000	0.55618	-1.00000
2296	un	648844	-0.04524	-1.00000	-0.01162	-1.00000	0.48299	-1.00000
2300	un	649660	-0.00931	-1.00000	-0.00156	-1.00000	0.63760	-1.00000
2301	un	650460	0.00079	-1.00000	0.00029	-1.00000	-0.00677	-1.00000
2303	un	652084	-0.03407	-1.00000	-0.00380	-1.00000	-nan	-1.00000
2310	un	656247	0.05946	-1.00000	0.05291	-1.00000	0.12469	-1.00000
2312	un	657143	-0.02836	-1.00000	-0.00500	-1.00000	0.00045	-1.00000
2342	un	665552	-0.00756	-1.00000	-0.00061	-1.00000	0.50906	-1.00000
2345	un	666390	-0.02011	-1.00000	-0.00099	-1.00000	0.56228	-1.00000
2352	un	668789	0.00209	-1.00000	0.00065	-1.00000	0.53792	-1.00000
2357	un	670467	-0.05402	-1.00000	-0.05578	-1.00000	0.46021	-1.00000
2359	un	671343	0.00491	-1.00000	0.00052	-1.00000	0.00377	-1.00000
2361	un	672219	0.04749	-1.00000	0.00742	-1.00000	-nan	-1.00000
2367	un	673757	0.09996	-1.00000	0.02718	-1.00000	0.03539	-1.00000
2371	un	675321	-0.01333	-1.00000	-0.00117	-1.00000	0.48064	-1.00000
2376	un	677057	0.02635	-1.00000	0.02516	-1.00000	-nan	-1.00000
2380	un	678740	0.02915	-1.00000	0.00261	-1.00000	0.48544	-1.00000
