# Stacks v2.64;  Phylip sequential; May 16, 2024
# Seq Pos	Locus ID	Column	Population
160	2553	495	Clear_Lake:K,Willow_Pond:K,
161	2560	115	Clear_Lake:K,Willow_Pond:K,
162	2562	78	Clear_Lake:M,Willow_Pond:M,
163	2585	73	Clear_Lake:Y,Willow_Pond:Y,
164	2606	128	Clear_Lake:S,Willow_Pond:S,
165	2613	139	Clear_Lake:Y,Willow_Pond:Y,
166	2619	110	Clear_Lake:K,Willow_Pond:K,
167	2628	67	Clear_Lake:M,Willow_Pond:M,
168	2630	65	Clear_Lake:Y,Willow_Pond:Y,
169	2637	97	Clear_Lake:Y,Willow_Pond:Y,
170	2644	113	Clear_Lake:W,Willow_Pond:W,
171	2646	337	Clear_Lake:Y,Willow_Pond:Y,
172	2662	132	Clear_Lake:R,Willow_Pond:R,
173	2665	54	Clear_Lake:M,Willow_Pond:M,
174	2672	276	Clear_Lake:W,Willow_Pond:T,
175	2675	31	Clear_Lake:T,Willow_Pond:K,
176	2682	74	Clear_Lake:W,Willow_Pond:W,
177	2697	91	Clear_Lake:Y,Willow_Pond:Y,
178	2704	148	Clear_Lake:K,Willow_Pond:K,
179	2753	21	Clear_Lake:Y,Willow_Pond:Y,
180	2759	126	Clear_Lake:R,Willow_Pond:R,
181	2760	292	Clear_Lake:W,Willow_Pond:W,
182	2781	23	Clear_Lake:Y,Willow_Pond:Y,
183	2790	14	Clear_Lake:K,Willow_Pond:K,
184	2813	55	Clear_Lake:R,Willow_Pond:R,
185	2819	135	Clear_Lake:S,Willow_Pond:S,
186	2831	108	Clear_Lake:Y,Willow_Pond:Y,
187	2843	39	Clear_Lake:W,Willow_Pond:W,
188	2857	35	Clear_Lake:Y,Willow_Pond:Y,
189	2881	62	Clear_Lake:W,Willow_Pond:W,
190	2882	79	Clear_Lake:R,Willow_Pond:G,
191	2888	157	Clear_Lake:W,Willow_Pond:A,
192	2914	140	Clear_Lake:M,Willow_Pond:M,
193	2923	82	Clear_Lake:K,Willow_Pond:K,
194	2925	102	Clear_Lake:K,Willow_Pond:K,
195	2935	272	Clear_Lake:R,Willow_Pond:R,
196	2937	581	Clear_Lake:W,Willow_Pond:W,
197	2954	156	Clear_Lake:M,Willow_Pond:M,
198	2973	145	Clear_Lake:Y,Willow_Pond:C,
199	2974	146	Clear_Lake:K,Willow_Pond:K,
200	3025	128	Clear_Lake:M,Willow_Pond:M,
201	3065	151	Clear_Lake:W,Willow_Pond:W,
202	3070	14	Clear_Lake:R,Willow_Pond:R,
203	3088	36	Clear_Lake:Y,Willow_Pond:Y,
204	3094	132	Clear_Lake:Y,Willow_Pond:Y,
205	3104	11	Clear_Lake:R,Willow_Pond:R,
206	3114	296	Clear_Lake:K,Willow_Pond:K,
207	3124	100	Clear_Lake:Y,Willow_Pond:Y,
208	3131	456	Clear_Lake:K,Willow_Pond:K,
209	3132	106	Clear_Lake:W,Willow_Pond:W,
210	3133	102	Clear_Lake:C,Willow_Pond:Y,
211	3145	133	Clear_Lake:R,Willow_Pond:G,
212	3154	22	Clear_Lake:W,Willow_Pond:W,
213	3156	142	Clear_Lake:M,Willow_Pond:M,
214	3157	79	Clear_Lake:K,Willow_Pond:K,
215	3164	41	Clear_Lake:K,Willow_Pond:K,
216	3165	71	Clear_Lake:W,Willow_Pond:W,
217	3177	45	Clear_Lake:M,Willow_Pond:M,
218	3188	134	Clear_Lake:Y,Willow_Pond:C,
219	3194	54	Clear_Lake:S,Willow_Pond:S,
220	3215	153	Clear_Lake:S,Willow_Pond:S,
221	3221	47	Clear_Lake:R,Willow_Pond:R,
222	3242	68	Clear_Lake:S,Willow_Pond:S,
223	3259	75	Clear_Lake:W,Willow_Pond:T,
224	3288	114	Clear_Lake:W,Willow_Pond:W,
225	3290	20	Clear_Lake:W,Willow_Pond:W,
226	3297	39	Clear_Lake:R,Willow_Pond:R,
227	3302	105	Clear_Lake:W,Willow_Pond:W,
228	3309	67	Clear_Lake:R,Willow_Pond:R,
229	3319	18	Clear_Lake:R,Willow_Pond:R,
230	3321	95	Clear_Lake:W,Willow_Pond:W,
231	3339	156	Clear_Lake:S,Willow_Pond:S,
232	3350	56	Clear_Lake:Y,Willow_Pond:Y,
233	3353	59	Clear_Lake:W,Willow_Pond:W,
234	3367	48	Clear_Lake:M,Willow_Pond:M,
235	3381	269	Clear_Lake:M,Willow_Pond:M,
236	3387	136	Clear_Lake:R,Willow_Pond:R,
237	3401	147	Clear_Lake:Y,Willow_Pond:Y,
238	3407	101	Clear_Lake:R,Willow_Pond:R,
239	3415	319	Clear_Lake:Y,Willow_Pond:Y,
240	3436	54	Clear_Lake:R,Willow_Pond:R,
241	3447	135	Clear_Lake:W,Willow_Pond:W,
242	3472	60	Clear_Lake:W,Willow_Pond:W,
243	3484	103	Clear_Lake:W,Willow_Pond:W,
244	3490	333	Clear_Lake:T,Willow_Pond:K,
245	3491	145	Clear_Lake:Y,Willow_Pond:Y,
246	3506	12	Clear_Lake:Y,Willow_Pond:Y,
247	3511	66	Clear_Lake:R,Willow_Pond:R,
248	3518	14	Clear_Lake:K,Willow_Pond:K,
249	3521	7	Clear_Lake:R,Willow_Pond:R,
250	3523	71	Clear_Lake:M,Willow_Pond:M,
251	3538	113	Clear_Lake:W,Willow_Pond:W,
252	3562	27	Clear_Lake:M,Willow_Pond:M,
253	3568	128	Clear_Lake:R,Willow_Pond:R,
254	3571	134	Clear_Lake:Y,Willow_Pond:C,
255	3572	61	Clear_Lake:R,Willow_Pond:R,
256	3587	117	Clear_Lake:T,Willow_Pond:Y,
257	3593	131	Clear_Lake:G,Willow_Pond:R,
258	3598	9	Clear_Lake:K,Willow_Pond:K,
259	3610	102	Clear_Lake:R,Willow_Pond:R,
260	3618	102	Clear_Lake:Y,Willow_Pond:C,
261	3631	37	Clear_Lake:M,Willow_Pond:M,
262	3634	130	Clear_Lake:R,Willow_Pond:R,
263	3636	141	Clear_Lake:R,Willow_Pond:R,
264	3660	35	Clear_Lake:R,Willow_Pond:R,
265	3679	27	Clear_Lake:R,Willow_Pond:R,
266	3689	16	Clear_Lake:Y,Willow_Pond:Y,
267	3715	119	Clear_Lake:M,Willow_Pond:M,
268	3735	156	Clear_Lake:R,Willow_Pond:R,
269	3739	91	Clear_Lake:R,Willow_Pond:A,
270	3781	24	Clear_Lake:W,Willow_Pond:W,
271	3784	106	Clear_Lake:Y,Willow_Pond:Y,
272	3804	184	Clear_Lake:W,Willow_Pond:W,
273	3809	41	Clear_Lake:Y,Willow_Pond:Y,
274	3812	43	Clear_Lake:M,Willow_Pond:M,
275	3825	77	Clear_Lake:K,Willow_Pond:K,
276	3848	83	Clear_Lake:Y,Willow_Pond:Y,
277	3881	63	Clear_Lake:R,Willow_Pond:R,
278	3892	49	Clear_Lake:W,Willow_Pond:W,
279	3893	145	Clear_Lake:S,Willow_Pond:S,
280	3897	135	Clear_Lake:S,Willow_Pond:S,
281	3932	254	Clear_Lake:G,Willow_Pond:R,
282	3948	61	Clear_Lake:R,Willow_Pond:R,
283	3955	25	Clear_Lake:Y,Willow_Pond:Y,
284	3965	10	Clear_Lake:R,Willow_Pond:R,
285	3975	24	Clear_Lake:G,Willow_Pond:S,
286	3983	80	Clear_Lake:R,Willow_Pond:R,
287	4010	7	Clear_Lake:Y,Willow_Pond:Y,
288	4015	91	Clear_Lake:R,Willow_Pond:R,
289	4025	118	Clear_Lake:W,Willow_Pond:W,
290	4038	20	Clear_Lake:Y,Willow_Pond:C,
291	4048	60	Clear_Lake:R,Willow_Pond:R,
292	4072	49	Clear_Lake:S,Willow_Pond:S,
293	4088	137	Clear_Lake:S,Willow_Pond:S,
294	4098	55	Clear_Lake:W,Willow_Pond:W,
295	4106	108	Clear_Lake:R,Willow_Pond:R,
296	4116	23	Clear_Lake:W,Willow_Pond:W,
297	4121	106	Clear_Lake:M,Willow_Pond:M,
298	4130	505	Clear_Lake:K,Willow_Pond:T,
299	4151	111	Clear_Lake:K,Willow_Pond:K,
300	4168	88	Clear_Lake:W,Willow_Pond:W,
301	4179	153	Clear_Lake:A,Willow_Pond:R,
302	4221	288	Clear_Lake:W,Willow_Pond:W,
303	4229	64	Clear_Lake:S,Willow_Pond:C,
304	4236	120	Clear_Lake:M,Willow_Pond:M,
305	4242	55	Clear_Lake:W,Willow_Pond:W,
306	4252	234	Clear_Lake:W,Willow_Pond:W,
307	4260	150	Clear_Lake:Y,Willow_Pond:C,
308	4276	30	Clear_Lake:M,Willow_Pond:M,
309	4281	79	Clear_Lake:Y,Willow_Pond:Y,
310	4289	132	Clear_Lake:Y,Willow_Pond:Y,
311	4296	146	Clear_Lake:T,Willow_Pond:Y,
312	4306	68	Clear_Lake:R,Willow_Pond:R,
313	4334	352	Clear_Lake:W,Willow_Pond:W,
314	4340	83	Clear_Lake:W,Willow_Pond:W,
315	4358	92	Clear_Lake:S,Willow_Pond:S,
316	4359	428	Clear_Lake:K,Willow_Pond:K,
317	4367	83	Clear_Lake:K,Willow_Pond:K,
318	4371	119	Clear_Lake:M,Willow_Pond:M,
319	4381	20	Clear_Lake:R,Willow_Pond:R,
320	4387	58	Clear_Lake:S,Willow_Pond:S,
321	4392	116	Clear_Lake:M,Willow_Pond:M,
322	4401	16	Clear_Lake:M,Willow_Pond:M,
323	4405	368	Clear_Lake:K,Willow_Pond:K,
324	4427	414	Clear_Lake:K,Willow_Pond:K,
325	4442	87	Clear_Lake:R,Willow_Pond:R,
326	4454	25	Clear_Lake:M,Willow_Pond:M,
327	4469	27	Clear_Lake:K,Willow_Pond:K,
328	4473	28	Clear_Lake:Y,Willow_Pond:Y,
329	4490	156	Clear_Lake:W,Willow_Pond:W,
330	4492	20	Clear_Lake:R,Willow_Pond:R,
331	4496	81	Clear_Lake:R,Willow_Pond:R,
332	4497	138	Clear_Lake:Y,Willow_Pond:T,
333	4501	55	Clear_Lake:K,Willow_Pond:K,
334	4516	121	Clear_Lake:Y,Willow_Pond:Y,
335	4521	13	Clear_Lake:W,Willow_Pond:W,
336	4536	73	Clear_Lake:M,Willow_Pond:M,
337	4538	65	Clear_Lake:Y,Willow_Pond:Y,
338	4540	87	Clear_Lake:Y,Willow_Pond:Y,
339	4541	121	Clear_Lake:M,Willow_Pond:M,
340	4567	115	Clear_Lake:K,Willow_Pond:K,
341	4586	62	Clear_Lake:Y,Willow_Pond:Y,
342	4588	16	Clear_Lake:A,Willow_Pond:R,
343	4601	87	Clear_Lake:M,Willow_Pond:M,
344	4615	146	Clear_Lake:Y,Willow_Pond:Y,
345	4616	251	Clear_Lake:W,Willow_Pond:W,
346	4617	45	Clear_Lake:R,Willow_Pond:G,
347	4651	142	Clear_Lake:R,Willow_Pond:R,
348	4663	122	Clear_Lake:Y,Willow_Pond:Y,
349	4669	83	Clear_Lake:W,Willow_Pond:W,
350	4701	46	Clear_Lake:M,Willow_Pond:M,
351	4727	15	Clear_Lake:Y,Willow_Pond:Y,
352	4739	196	Clear_Lake:K,Willow_Pond:K,
353	4768	14	Clear_Lake:Y,Willow_Pond:Y,
354	4778	56	Clear_Lake:S,Willow_Pond:S,
355	4781	56	Clear_Lake:K,Willow_Pond:K,
356	4788	69	Clear_Lake:K,Willow_Pond:K,
357	4796	112	Clear_Lake:S,Willow_Pond:S,
358	4839	15	Clear_Lake:S,Willow_Pond:S,
359	4840	7	Clear_Lake:W,Willow_Pond:W,
360	4842	157	Clear_Lake:W,Willow_Pond:W,
361	4846	231	Clear_Lake:K,Willow_Pond:K,
362	4856	19	Clear_Lake:W,Willow_Pond:W,
363	4901	84	Clear_Lake:W,Willow_Pond:W,
364	4909	146	Clear_Lake:M,Willow_Pond:M,
365	4921	117	Clear_Lake:R,Willow_Pond:R,
366	4923	56	Clear_Lake:W,Willow_Pond:W,
367	4939	76	Clear_Lake:R,Willow_Pond:R,
368	4940	35	Clear_Lake:M,Willow_Pond:M,
369	4967	149	Clear_Lake:M,Willow_Pond:M,
370	4987	425	Clear_Lake:G,Willow_Pond:K,
371	5005	35	Clear_Lake:S,Willow_Pond:S,
372	5009	376	Clear_Lake:K,Willow_Pond:K,
373	5048	123	Clear_Lake:Y,Willow_Pond:Y,
374	5049	36	Clear_Lake:R,Willow_Pond:R,
375	5061	128	Clear_Lake:K,Willow_Pond:K,
376	5065	85	Clear_Lake:R,Willow_Pond:R,
377	5066	157	Clear_Lake:M,Willow_Pond:M,
378	5071	66	Clear_Lake:K,Willow_Pond:G,
379	5075	17	Clear_Lake:Y,Willow_Pond:Y,
380	5085	43	Clear_Lake:W,Willow_Pond:W,
381	5096	104	Clear_Lake:Y,Willow_Pond:Y,
382	5097	154	Clear_Lake:Y,Willow_Pond:Y,
383	5121	67	Clear_Lake:M,Willow_Pond:M,
384	5124	240	Clear_Lake:M,Willow_Pond:M,
385	5126	131	Clear_Lake:R,Willow_Pond:R,
386	5147	21	Clear_Lake:Y,Willow_Pond:Y,
387	5148	113	Clear_Lake:Y,Willow_Pond:Y,
388	5151	444	Clear_Lake:K,Willow_Pond:K,
389	5153	20	Clear_Lake:M,Willow_Pond:M,
390	5161	36	Clear_Lake:K,Willow_Pond:K,
391	5167	39	Clear_Lake:S,Willow_Pond:S,
392	5176	45	Clear_Lake:K,Willow_Pond:T,
393	5178	92	Clear_Lake:M,Willow_Pond:M,
394	5190	33	Clear_Lake:K,Willow_Pond:K,
395	5192	264	Clear_Lake:Y,Willow_Pond:Y,
396	5217	124	Clear_Lake:M,Willow_Pond:M,
397	5267	148	Clear_Lake:W,Willow_Pond:W,
398	5270	109	Clear_Lake:R,Willow_Pond:R,
399	5271	89	Clear_Lake:W,Willow_Pond:W,
400	5278	56	Clear_Lake:K,Willow_Pond:K,
401	5347	80	Clear_Lake:Y,Willow_Pond:Y,
402	5351	104	Clear_Lake:W,Willow_Pond:W,
403	5354	61	Clear_Lake:S,Willow_Pond:S,
404	5359	98	Clear_Lake:S,Willow_Pond:S,
405	5386	45	Clear_Lake:A,Willow_Pond:R,
406	5393	83	Clear_Lake:R,Willow_Pond:R,
407	5411	112	Clear_Lake:Y,Willow_Pond:Y,
408	5430	121	Clear_Lake:W,Willow_Pond:W,
409	5432	127	Clear_Lake:K,Willow_Pond:K,
410	5441	83	Clear_Lake:Y,Willow_Pond:Y,
411	5449	145	Clear_Lake:R,Willow_Pond:R,
412	5452	66	Clear_Lake:C,Willow_Pond:Y,
413	5463	157	Clear_Lake:S,Willow_Pond:S,
414	5472	423	Clear_Lake:W,Willow_Pond:W,
415	5480	133	Clear_Lake:R,Willow_Pond:R,
416	5493	435	Clear_Lake:G,Willow_Pond:R,
417	5495	100	Clear_Lake:K,Willow_Pond:K,
418	5524	29	Clear_Lake:S,Willow_Pond:S,
419	5533	138	Clear_Lake:K,Willow_Pond:K,
420	5534	79	Clear_Lake:W,Willow_Pond:W,
421	5541	14	Clear_Lake:M,Willow_Pond:M,
422	5587	147	Clear_Lake:M,Willow_Pond:M,
423	5597	85	Clear_Lake:R,Willow_Pond:R,
424	5619	152	Clear_Lake:W,Willow_Pond:W,
425	5627	77	Clear_Lake:Y,Willow_Pond:Y,
426	5665	62	Clear_Lake:W,Willow_Pond:W,
427	5687	131	Clear_Lake:R,Willow_Pond:R,
428	5694	76	Clear_Lake:S,Willow_Pond:S,
429	5709	84	Clear_Lake:W,Willow_Pond:W,
430	5725	133	Clear_Lake:G,Willow_Pond:K,
431	5729	152	Clear_Lake:Y,Willow_Pond:Y,
432	5742	95	Clear_Lake:K,Willow_Pond:K,
433	5744	398	Clear_Lake:S,Willow_Pond:S,
434	5755	136	Clear_Lake:R,Willow_Pond:A,
435	5760	18	Clear_Lake:Y,Willow_Pond:Y,
436	5761	8	Clear_Lake:M,Willow_Pond:M,
437	5762	34	Clear_Lake:S,Willow_Pond:S,
438	5773	249	Clear_Lake:Y,Willow_Pond:Y,
439	5780	152	Clear_Lake:W,Willow_Pond:W,
440	5783	127	Clear_Lake:K,Willow_Pond:K,
441	5812	123	Clear_Lake:K,Willow_Pond:K,
442	5814	129	Clear_Lake:M,Willow_Pond:M,
443	5835	16	Clear_Lake:C,Willow_Pond:Y,
444	5840	122	Clear_Lake:Y,Willow_Pond:Y,
445	5841	13	Clear_Lake:G,Willow_Pond:R,
446	5880	104	Clear_Lake:R,Willow_Pond:R,
447	5881	144	Clear_Lake:G,Willow_Pond:R,
448	5899	38	Clear_Lake:K,Willow_Pond:G,
449	5906	117	Clear_Lake:R,Willow_Pond:R,
450	5910	68	Clear_Lake:Y,Willow_Pond:Y,
451	5930	39	Clear_Lake:K,Willow_Pond:K,
452	5937	99	Clear_Lake:Y,Willow_Pond:Y,
453	5963	66	Clear_Lake:R,Willow_Pond:R,
454	5969	112	Clear_Lake:M,Willow_Pond:M,
455	5978	80	Clear_Lake:Y,Willow_Pond:Y,
456	5983	53	Clear_Lake:M,Willow_Pond:M,
457	6010	83	Clear_Lake:K,Willow_Pond:K,
458	6017	25	Clear_Lake:Y,Willow_Pond:Y,
459	6064	6	Clear_Lake:R,Willow_Pond:R,
460	6066	101	Clear_Lake:K,Willow_Pond:K,
461	6083	7	Clear_Lake:Y,Willow_Pond:Y,
462	6089	38	Clear_Lake:R,Willow_Pond:R,
463	6092	22	Clear_Lake:R,Willow_Pond:R,
464	6094	92	Clear_Lake:Y,Willow_Pond:Y,
465	6101	108	Clear_Lake:R,Willow_Pond:G,
466	6102	133	Clear_Lake:R,Willow_Pond:R,
467	6115	38	Clear_Lake:Y,Willow_Pond:Y,
468	6117	105	Clear_Lake:Y,Willow_Pond:Y,
469	6120	422	Clear_Lake:W,Willow_Pond:T,
470	6137	217	Clear_Lake:K,Willow_Pond:K,
471	6170	92	Clear_Lake:Y,Willow_Pond:Y,
472	6175	22	Clear_Lake:T,Willow_Pond:K,
473	6180	70	Clear_Lake:Y,Willow_Pond:Y,
474	6181	94	Clear_Lake:K,Willow_Pond:K,
475	6208	91	Clear_Lake:M,Willow_Pond:M,
476	6237	262	Clear_Lake:K,Willow_Pond:K,
477	6241	44	Clear_Lake:R,Willow_Pond:R,
478	6282	30	Clear_Lake:Y,Willow_Pond:Y,
479	6285	106	Clear_Lake:K,Willow_Pond:K,
480	6290	80	Clear_Lake:K,Willow_Pond:K,
481	6293	34	Clear_Lake:Y,Willow_Pond:T,
482	6296	10	Clear_Lake:K,Willow_Pond:K,
483	6305	27	Clear_Lake:S,Willow_Pond:C,
484	6307	440	Clear_Lake:G,Willow_Pond:K,
485	6324	555	Clear_Lake:K,Willow_Pond:K,
486	6337	63	Clear_Lake:R,Willow_Pond:R,
487	6350	35	Clear_Lake:R,Willow_Pond:R,
488	6392	26	Clear_Lake:W,Willow_Pond:W,
489	6393	113	Clear_Lake:M,Willow_Pond:M,
490	6396	69	Clear_Lake:G,Willow_Pond:R,
491	6471	146	Clear_Lake:W,Willow_Pond:W,
